bias,cand_sampler,n_voters,n_candidates,time_steps,trial,cyclic_start,condorcet_start,unique_start,proximity_to_voter_sp_start,proximity_to_cand_sp_start,cyclic_end,condorcet_end,unique_end,proximity_to_voter_sp_end,proximity_to_cand_sp_end,cyclic_true,condorcet_true,unique_true,proximity_to_voter_sp_true,proximity_to_cand_sp_true
1.1,Sample,31,4,126.,62,false,true,6,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,151.,62,false,true,6,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,1.,63,false,true,6,30,3,false,true,5,31,4,false,true,5,30,3
1.1,Sample,31,4,26.,63,false,true,6,30,3,false,true,3,31,4,false,true,5,30,3
1.1,Sample,31,4,51.,63,false,true,6,30,3,false,true,3,31,4,false,true,5,30,3
1.1,Sample,31,4,76.,63,false,true,6,30,3,false,true,3,31,4,false,true,5,30,3
1.1,Sample,31,4,101.,63,false,true,6,30,3,false,true,3,31,4,false,true,5,30,3
1.1,Sample,31,4,126.,63,false,true,6,30,3,false,true,3,31,4,false,true,5,30,3
1.1,Sample,31,4,151.,63,false,true,6,30,3,false,true,3,31,4,false,true,5,30,3
1.1,Sample,31,4,1.,64,false,true,9,28,3,false,true,6,29,3,false,true,3,31,4
1.1,Sample,31,4,26.,64,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,51.,64,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,76.,64,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,101.,64,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,126.,64,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,151.,64,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,1.,65,false,true,17,22,2,false,true,11,27,2,false,true,12,25,2
1.1,Sample,31,4,26.,65,false,true,17,22,2,false,true,3,31,4,false,true,12,25,2
1.1,Sample,31,4,51.,65,false,true,17,22,2,false,true,3,31,4,false,true,12,25,2
1.1,Sample,31,4,76.,65,false,true,17,22,2,false,true,3,31,4,false,true,12,25,2
1.1,Sample,31,4,101.,65,false,true,17,22,2,false,true,3,31,4,false,true,12,25,2
1.1,Sample,31,4,126.,65,false,true,17,22,2,false,true,3,31,4,false,true,12,25,2
1.1,Sample,31,4,151.,65,false,true,17,22,2,false,true,3,31,4,false,true,12,25,2
1.1,Sample,31,4,1.,66,false,true,7,29,3,false,true,6,29,3,false,true,3,31,4
1.1,Sample,31,4,26.,66,false,true,7,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,51.,66,false,true,7,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,76.,66,false,true,7,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,101.,66,false,true,7,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,126.,66,false,true,7,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,151.,66,false,true,7,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,1.,67,false,true,9,28,3,false,true,8,28,2,false,true,3,31,4
1.1,Sample,31,4,26.,67,false,true,9,28,3,false,true,3,31,4,false,true,3,31,4
1.1,Sample,31,4,51.,67,false,true,9,28,3,false,true,3,31,4,false,true,3,31,4
1.1,Sample,31,4,76.,67,false,true,9,28,3,false,true,3,31,4,false,true,3,31,4
1.1,Sample,31,4,101.,67,false,true,9,28,3,false,true,3,31,4,false,true,3,31,4
1.1,Sample,31,4,126.,67,false,true,9,28,3,false,true,3,31,4,false,true,3,31,4
1.1,Sample,31,4,151.,67,false,true,9,28,3,false,true,3,31,4,false,true,3,31,4
1.1,Sample,31,4,1.,68,false,true,10,27,2,false,true,8,28,2,false,true,2,31,4
1.1,Sample,31,4,26.,68,false,true,10,27,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,68,false,true,10,27,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,68,false,true,10,27,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,68,false,true,10,27,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,68,false,true,10,27,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,68,false,true,10,27,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,69,false,true,10,27,2,false,true,7,29,3,false,true,3,31,4
1.1,Sample,31,4,26.,69,false,true,10,27,2,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,51.,69,false,true,10,27,2,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,76.,69,false,true,10,27,2,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,101.,69,false,true,10,27,2,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,126.,69,false,true,10,27,2,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,151.,69,false,true,10,27,2,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,1.,70,false,true,12,25,2,false,true,10,27,2,false,true,9,29,3
1.1,Sample,31,4,26.,70,false,true,12,25,2,false,true,6,30,3,false,true,9,29,3
1.1,Sample,31,4,51.,70,false,true,12,25,2,false,true,6,30,3,false,true,9,29,3
1.1,Sample,31,4,76.,70,false,true,12,25,2,false,true,6,30,3,false,true,9,29,3
1.1,Sample,31,4,101.,70,false,true,12,25,2,false,true,6,30,3,false,true,9,29,3
1.1,Sample,31,4,126.,70,false,true,12,25,2,false,true,6,30,3,false,true,9,29,3
1.1,Sample,31,4,151.,70,false,true,12,25,2,false,true,6,30,3,false,true,9,29,3
1.1,Sample,31,4,1.,71,false,true,10,27,3,false,true,6,29,3,false,true,1,31,4
1.1,Sample,31,4,26.,71,false,true,10,27,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,51.,71,false,true,10,27,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,76.,71,false,true,10,27,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,101.,71,false,true,10,27,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,126.,71,false,true,10,27,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,151.,71,false,true,10,27,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,1.,72,false,true,5,30,3,false,true,3,31,4,false,true,2,31,4
1.1,Sample,31,4,26.,72,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,72,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,72,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,72,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,72,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,72,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,73,false,true,7,29,2,false,true,5,31,4,false,true,1,31,4
1.1,Sample,31,4,26.,73,false,true,7,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,51.,73,false,true,7,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,76.,73,false,true,7,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,101.,73,false,true,7,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,126.,73,false,true,7,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,151.,73,false,true,7,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,1.,74,false,true,10,26,2,false,true,7,29,3,false,true,1,31,4
1.1,Sample,31,4,26.,74,false,true,10,26,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,51.,74,false,true,10,26,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,76.,74,false,true,10,26,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,101.,74,false,true,10,26,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,126.,74,false,true,10,26,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,151.,74,false,true,10,26,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,1.,75,false,true,7,29,3,false,true,3,30,3,false,true,2,31,4
1.1,Sample,31,4,26.,75,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,75,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,75,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,75,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,75,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,75,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,76,false,true,6,30,3,false,true,5,31,4,false,true,2,31,4
1.1,Sample,31,4,26.,76,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,76,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,76,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,76,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,76,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,76,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,77,false,true,7,29,3,false,true,6,30,3,false,true,2,31,4
1.1,Sample,31,4,26.,77,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,77,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,77,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,77,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,77,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,77,false,true,7,29,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,78,false,true,9,27,3,false,true,7,29,3,false,true,2,31,4
1.1,Sample,31,4,26.,78,false,true,9,27,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,78,false,true,9,27,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,78,false,true,9,27,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,78,false,true,9,27,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,78,false,true,9,27,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,78,false,true,9,27,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,79,false,true,6,29,2,false,true,4,30,3,false,true,1,31,4
1.1,Sample,31,4,26.,79,false,true,6,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,51.,79,false,true,6,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,76.,79,false,true,6,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,101.,79,false,true,6,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,126.,79,false,true,6,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,151.,79,false,true,6,29,2,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,1.,80,false,true,7,29,3,false,true,7,29,2,false,true,1,31,4
1.1,Sample,31,4,26.,80,false,true,7,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,51.,80,false,true,7,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,76.,80,false,true,7,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,101.,80,false,true,7,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,126.,80,false,true,7,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,151.,80,false,true,7,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,1.,81,false,true,5,30,3,false,true,4,31,4,false,true,2,31,4
1.1,Sample,31,4,26.,81,false,true,5,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,81,false,true,5,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,81,false,true,5,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,81,false,true,5,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,81,false,true,5,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,81,false,true,5,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,82,false,true,5,29,2,false,true,5,30,3,false,true,2,31,4
1.1,Sample,31,4,26.,82,false,true,5,29,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,82,false,true,5,29,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,82,false,true,5,29,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,82,false,true,5,29,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,82,false,true,5,29,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,82,false,true,5,29,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,83,false,true,10,29,3,false,true,8,29,3,false,true,4,30,3
1.1,Sample,31,4,26.,83,false,true,10,29,3,false,true,2,31,4,false,true,4,30,3
1.1,Sample,31,4,51.,83,false,true,10,29,3,false,true,2,31,4,false,true,4,30,3
1.1,Sample,31,4,76.,83,false,true,10,29,3,false,true,2,31,4,false,true,4,30,3
1.1,Sample,31,4,101.,83,false,true,10,29,3,false,true,2,31,4,false,true,4,30,3
1.1,Sample,31,4,126.,83,false,true,10,29,3,false,true,2,31,4,false,true,4,30,3
1.1,Sample,31,4,151.,83,false,true,10,29,3,false,true,2,31,4,false,true,4,30,3
1.1,Sample,31,4,1.,84,false,true,11,27,3,false,true,7,29,3,false,true,5,30,3
1.1,Sample,31,4,26.,84,false,true,11,27,3,false,true,2,31,4,false,true,5,30,3
1.1,Sample,31,4,51.,84,false,true,11,27,3,false,true,2,31,4,false,true,5,30,3
1.1,Sample,31,4,76.,84,false,true,11,27,3,false,true,2,31,4,false,true,5,30,3
1.1,Sample,31,4,101.,84,false,true,11,27,3,false,true,2,31,4,false,true,5,30,3
1.1,Sample,31,4,126.,84,false,true,11,27,3,false,true,2,31,4,false,true,5,30,3
1.1,Sample,31,4,151.,84,false,true,11,27,3,false,true,2,31,4,false,true,5,30,3
1.1,Sample,31,4,1.,85,false,true,9,28,3,false,true,8,29,2,false,true,4,31,4
1.1,Sample,31,4,26.,85,false,true,9,28,3,false,true,1,31,4,false,true,4,31,4
1.1,Sample,31,4,51.,85,false,true,9,28,3,false,true,1,31,4,false,true,4,31,4
1.1,Sample,31,4,76.,85,false,true,9,28,3,false,true,1,31,4,false,true,4,31,4
1.1,Sample,31,4,101.,85,false,true,9,28,3,false,true,1,31,4,false,true,4,31,4
1.1,Sample,31,4,126.,85,false,true,9,28,3,false,true,1,31,4,false,true,4,31,4
1.1,Sample,31,4,151.,85,false,true,9,28,3,false,true,1,31,4,false,true,4,31,4
1.1,Sample,31,4,1.,86,false,true,5,30,3,false,true,4,31,4,false,true,2,31,4
1.1,Sample,31,4,26.,86,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,86,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,86,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,86,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,86,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,86,false,true,5,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,87,false,true,10,28,3,false,true,9,28,3,false,true,4,31,4
1.1,Sample,31,4,26.,87,false,true,10,28,3,false,true,2,31,4,false,true,4,31,4
1.1,Sample,31,4,51.,87,false,true,10,28,3,false,true,2,31,4,false,true,4,31,4
1.1,Sample,31,4,76.,87,false,true,10,28,3,false,true,2,31,4,false,true,4,31,4
1.1,Sample,31,4,101.,87,false,true,10,28,3,false,true,2,31,4,false,true,4,31,4
1.1,Sample,31,4,126.,87,false,true,10,28,3,false,true,2,31,4,false,true,4,31,4
1.1,Sample,31,4,151.,87,false,true,10,28,3,false,true,2,31,4,false,true,4,31,4
1.1,Sample,31,4,1.,88,false,true,6,29,3,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,26.,88,false,true,6,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,51.,88,false,true,6,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,76.,88,false,true,6,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,101.,88,false,true,6,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,126.,88,false,true,6,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,151.,88,false,true,6,29,3,false,true,1,31,4,false,true,1,31,4
1.1,Sample,31,4,1.,89,false,true,6,30,3,false,true,4,30,3,false,true,2,31,4
1.1,Sample,31,4,26.,89,false,true,6,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,89,false,true,6,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,89,false,true,6,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,89,false,true,6,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,89,false,true,6,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,89,false,true,6,30,3,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,90,false,true,10,27,2,false,true,8,29,3,false,true,2,31,4
1.1,Sample,31,4,26.,90,false,true,10,27,2,false,true,4,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,90,false,true,10,27,2,false,true,4,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,90,false,true,10,27,2,false,true,4,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,90,false,true,10,27,2,false,true,4,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,90,false,true,10,27,2,false,true,4,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,90,false,true,10,27,2,false,true,4,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,91,false,true,9,28,3,false,true,7,29,3,false,true,3,31,4
1.1,Sample,31,4,26.,91,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,51.,91,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,76.,91,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,101.,91,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,126.,91,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,151.,91,false,true,9,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,1.,92,false,true,9,27,2,false,true,5,29,2,false,true,2,31,4
1.1,Sample,31,4,26.,92,false,true,9,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,92,false,true,9,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,92,false,true,9,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,92,false,true,9,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,92,false,true,9,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,92,false,true,9,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,93,false,true,11,26,2,false,true,6,29,3,false,true,2,31,4
1.1,Sample,31,4,26.,93,false,true,11,26,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,93,false,true,11,26,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,93,false,true,11,26,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,93,false,true,11,26,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,93,false,true,11,26,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,93,false,true,11,26,2,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,94,false,true,8,27,2,false,true,6,29,2,false,true,2,31,4
1.1,Sample,31,4,26.,94,false,true,8,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,94,false,true,8,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,94,false,true,8,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,94,false,true,8,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,94,false,true,8,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,94,false,true,8,27,2,false,true,1,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,95,false,true,9,26,2,false,true,6,29,2,false,true,1,31,4
1.1,Sample,31,4,26.,95,false,true,9,26,2,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,51.,95,false,true,9,26,2,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,76.,95,false,true,9,26,2,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,101.,95,false,true,9,26,2,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,126.,95,false,true,9,26,2,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,151.,95,false,true,9,26,2,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,1.,96,false,true,8,29,3,false,true,7,29,3,false,true,3,31,4
1.1,Sample,31,4,26.,96,false,true,8,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,51.,96,false,true,8,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,76.,96,false,true,8,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,101.,96,false,true,8,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,126.,96,false,true,8,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,151.,96,false,true,8,29,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,1.,97,false,true,6,29,3,false,true,5,31,4,false,true,1,31,4
1.1,Sample,31,4,26.,97,false,true,6,29,3,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,51.,97,false,true,6,29,3,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,76.,97,false,true,6,29,3,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,101.,97,false,true,6,29,3,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,126.,97,false,true,6,29,3,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,151.,97,false,true,6,29,3,false,true,2,31,4,false,true,1,31,4
1.1,Sample,31,4,1.,98,false,true,6,30,3,false,true,4,31,4,false,true,2,31,4
1.1,Sample,31,4,26.,98,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,51.,98,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,76.,98,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,101.,98,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,126.,98,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,151.,98,false,true,6,30,3,false,true,2,31,4,false,true,2,31,4
1.1,Sample,31,4,1.,99,false,true,8,28,3,false,true,6,30,3,false,true,3,31,4
1.1,Sample,31,4,26.,99,false,true,8,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,51.,99,false,true,8,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,76.,99,false,true,8,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,101.,99,false,true,8,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,126.,99,false,true,8,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,151.,99,false,true,8,28,3,false,true,2,31,4,false,true,3,31,4
1.1,Sample,31,4,1.,100,false,true,8,28,2,false,true,7,29,2,false,true,3,31,4
1.1,Sample,31,4,26.,100,false,true,8,28,2,false,true,3,31,4,false,true,3,31,4
1.1,Sample,31,4,51.,100,false,true,8,28,2,false,true,3,31,4,false,true,3,31,4
1.1,Sample,31,4,76.,100,false,true,8,28,2,false,true,3,31,4,false,true,3,31,4
1.1,Sample,31,4,101.,100,false,true,8,28,2,false,true,3,31,4,false,true,3,31,4
1.1,Sample,31,4,126.,100,false,true,8,28,2,false,true,3,31,4,false,true,3,31,4
1.1,Sample,31,4,151.,100,false,true,8,28,2,false,true,3,31,4,false,true,3,31,4
1.1,Sample,41,4,1.,1,false,true,7,-1,3,false,true,7,-1,3,false,true,3,-1,4
1.1,Sample,41,4,26.,1,false,true,7,-1,3,false,true,2,-1,4,false,true,3,-1,4
1.1,Sample,41,4,51.,1,false,true,7,-1,3,false,true,2,-1,4,false,true,3,-1,4
1.1,Sample,41,4,76.,1,false,true,7,-1,3,false,true,2,-1,4,false,true,3,-1,4
1.1,Sample,41,4,101.,1,false,true,7,-1,3,false,true,2,-1,4,false,true,3,-1,4
1.1,Sample,41,4,126.,1,false,true,7,-1,3,false,true,2,-1,4,false,true,3,-1,4
1.1,Sample,41,4,151.,1,false,true,7,-1,3,false,true,2,-1,4,false,true,3,-1,4
1.1,Sample,41,4,1.,2,false,true,6,-1,3,false,true,4,-1,3,false,true,4,-1,4
1.1,Sample,41,4,26.,2,false,true,6,-1,3,false,true,2,-1,4,false,true,4,-1,4
1.1,Sample,41,4,51.,2,false,true,6,-1,3,false,true,2,-1,4,false,true,4,-1,4
1.1,Sample,41,4,76.,2,false,true,6,-1,3,false,true,2,-1,4,false,true,4,-1,4
1.1,Sample,41,4,101.,2,false,true,6,-1,3,false,true,2,-1,4,false,true,4,-1,4
1.1,Sample,41,4,126.,2,false,true,6,-1,3,false,true,2,-1,4,false,true,4,-1,4
1.1,Sample,41,4,151.,2,false,true,6,-1,3,false,true,2,-1,4,false,true,4,-1,4
1.1,Sample,41,4,1.,3,false,true,8,-1,2,false,true,5,-1,3,false,true,2,-1,4
1.1,Sample,41,4,26.,3,false,true,8,-1,2,false,true,1,-1,4,false,true,2,-1,4
1.1,Sample,41,4,51.,3,false,true,8,-1,2,false,true,1,-1,4,false,true,2,-1,4
1.1,Sample,41,4,76.,3,false,true,8,-1,2,false,true,1,-1,4,false,true,2,-1,4
1.1,Sample,41,4,101.,3,false,true,8,-1,2,false,true,1,-1,4,false,true,2,-1,4
1.1,Sample,41,4,126.,3,false,true,8,-1,2,false,true,1,-1,4,false,true,2,-1,4
1.1,Sample,41,4,151.,3,false,true,8,-1,2,false,true,1,-1,4,false,true,2,-1,4
1.1,Sample,41,4,1.,4,false,true,7,-1,2,false,true,4,-1,4,false,true,1,-1,4
1.1,Sample,41,4,26.,4,false,true,7,-1,2,false,true,1,-1,4,false,true,1,-1,4
1.1,Sample,41,4,51.,4,false,true,7,-1,2,false,true,1,-1,4,false,true,1,-1,4
