bias,cand_sampler,n_voters,n_candidates,time_steps,trial,cyclic_start,condorcet_start,unique_start,proximity_to_voter_sp_start,proximity_to_cand_sp_start,cyclic_end,condorcet_end,unique_end,proximity_to_voter_sp_end,proximity_to_cand_sp_end,cyclic_true,condorcet_true,unique_true,proximity_to_voter_sp_true,proximity_to_cand_sp_true
0.5,Sample,31,3,126.,10,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,10,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,11,false,true,5,30,2,false,true,4,30,2,false,true,1,31,3
0.5,Sample,31,3,26.,11,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,11,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,11,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,11,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,11,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,11,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,12,false,true,3,31,3,false,true,3,31,3,false,true,1,31,3
0.5,Sample,31,3,26.,12,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,12,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,12,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,12,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,12,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,12,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,13,false,true,6,29,2,false,true,4,30,2,false,true,3,31,3
0.5,Sample,31,3,26.,13,false,true,6,29,2,false,true,3,31,3,false,true,3,31,3
0.5,Sample,31,3,51.,13,false,true,6,29,2,false,true,3,31,3,false,true,3,31,3
0.5,Sample,31,3,76.,13,false,true,6,29,2,false,true,3,31,3,false,true,3,31,3
0.5,Sample,31,3,101.,13,false,true,6,29,2,false,true,3,31,3,false,true,3,31,3
0.5,Sample,31,3,126.,13,false,true,6,29,2,false,true,3,31,3,false,true,3,31,3
0.5,Sample,31,3,151.,13,false,true,6,29,2,false,true,3,31,3,false,true,3,31,3
0.5,Sample,31,3,1.,14,false,true,5,30,2,false,true,6,29,2,false,true,1,31,3
0.5,Sample,31,3,26.,14,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,14,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,14,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,14,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,14,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,14,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,15,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,26.,15,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,15,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,15,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,15,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,15,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,15,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,16,false,true,5,30,2,false,true,3,31,3,false,true,1,31,3
0.5,Sample,31,3,26.,16,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,16,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,16,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,16,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,16,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,16,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,17,false,true,4,30,2,false,true,5,30,2,false,true,1,31,3
0.5,Sample,31,3,26.,17,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,17,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,17,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,17,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,17,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,17,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,18,false,true,5,30,2,false,true,5,30,2,false,true,4,30,2
0.5,Sample,31,3,26.,18,false,true,5,30,2,false,true,5,30,2,false,true,4,30,2
0.5,Sample,31,3,51.,18,false,true,5,30,2,false,true,5,30,2,false,true,4,30,2
0.5,Sample,31,3,76.,18,false,true,5,30,2,false,true,5,30,2,false,true,4,30,2
0.5,Sample,31,3,101.,18,false,true,5,30,2,false,true,5,30,2,false,true,4,30,2
0.5,Sample,31,3,126.,18,false,true,5,30,2,false,true,5,30,2,false,true,4,30,2
0.5,Sample,31,3,151.,18,false,true,5,30,2,false,true,5,30,2,false,true,4,30,2
0.5,Sample,31,3,1.,19,false,true,5,30,2,false,true,3,31,3,false,true,2,31,3
0.5,Sample,31,3,26.,19,false,true,5,30,2,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,51.,19,false,true,5,30,2,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,76.,19,false,true,5,30,2,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,101.,19,false,true,5,30,2,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,126.,19,false,true,5,30,2,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,151.,19,false,true,5,30,2,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,1.,20,false,true,5,30,2,false,true,5,30,2,false,true,2,31,3
0.5,Sample,31,3,26.,20,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,51.,20,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,76.,20,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,101.,20,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,126.,20,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,151.,20,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,1.,21,false,true,3,31,3,false,true,4,30,2,false,true,2,31,3
0.5,Sample,31,3,26.,21,false,true,3,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,51.,21,false,true,3,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,76.,21,false,true,3,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,101.,21,false,true,3,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,126.,21,false,true,3,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,151.,21,false,true,3,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,1.,22,false,true,4,31,3,false,true,4,31,3,false,true,2,31,3
0.5,Sample,31,3,26.,22,false,true,4,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,51.,22,false,true,4,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,76.,22,false,true,4,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,101.,22,false,true,4,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,126.,22,false,true,4,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,151.,22,false,true,4,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,1.,23,false,true,3,30,2,false,true,3,31,3,false,true,1,31,3
0.5,Sample,31,3,26.,23,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,23,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,23,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,23,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,23,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,23,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,24,false,true,4,30,2,false,true,4,31,3,false,true,1,31,3
0.5,Sample,31,3,26.,24,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,24,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,24,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,24,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,24,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,24,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,25,false,true,3,31,3,false,true,2,31,3,false,true,1,31,3
0.5,Sample,31,3,26.,25,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,25,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,25,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,25,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,25,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,25,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,26,false,true,6,29,2,false,true,6,29,2,false,true,5,30,2
0.5,Sample,31,3,26.,26,false,true,6,29,2,false,true,6,29,2,false,true,5,30,2
0.5,Sample,31,3,51.,26,false,true,6,29,2,false,true,6,29,2,false,true,5,30,2
0.5,Sample,31,3,76.,26,false,true,6,29,2,false,true,6,29,2,false,true,5,30,2
0.5,Sample,31,3,101.,26,false,true,6,29,2,false,true,6,29,2,false,true,5,30,2
0.5,Sample,31,3,126.,26,false,true,6,29,2,false,true,6,29,2,false,true,5,30,2
0.5,Sample,31,3,151.,26,false,true,6,29,2,false,true,6,29,2,false,true,5,30,2
0.5,Sample,31,3,1.,27,false,true,4,30,2,false,true,5,30,2,false,true,1,31,3
0.5,Sample,31,3,26.,27,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,27,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,27,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,27,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,27,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,27,false,true,4,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,28,false,true,4,30,2,false,true,4,31,3,false,true,2,31,3
0.5,Sample,31,3,26.,28,false,true,4,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,51.,28,false,true,4,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,76.,28,false,true,4,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,101.,28,false,true,4,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,126.,28,false,true,4,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,151.,28,false,true,4,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,1.,29,false,true,5,30,2,false,true,5,30,2,false,true,1,31,3
0.5,Sample,31,3,26.,29,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,29,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,29,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,29,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,29,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,29,false,true,5,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,30,false,true,3,31,3,false,true,3,31,3,false,true,1,31,3
0.5,Sample,31,3,26.,30,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,30,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,30,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,30,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,30,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,30,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,31,false,true,4,30,2,false,true,4,31,3,false,true,1,31,3
0.5,Sample,31,3,26.,31,false,true,4,30,2,false,true,2,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,31,false,true,4,30,2,false,true,2,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,31,false,true,4,30,2,false,true,2,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,31,false,true,4,30,2,false,true,2,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,31,false,true,4,30,2,false,true,2,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,31,false,true,4,30,2,false,true,2,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,32,false,true,6,29,2,false,true,6,29,2,false,true,2,31,3
0.5,Sample,31,3,26.,32,false,true,6,29,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,51.,32,false,true,6,29,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,76.,32,false,true,6,29,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,101.,32,false,true,6,29,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,126.,32,false,true,6,29,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,151.,32,false,true,6,29,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,1.,33,false,true,4,31,3,false,true,2,31,3,false,true,1,31,3
0.5,Sample,31,3,26.,33,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,33,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,33,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,33,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,33,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,33,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,34,false,true,5,30,2,false,true,3,31,3,false,true,2,31,3
0.5,Sample,31,3,26.,34,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,51.,34,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,76.,34,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,101.,34,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,126.,34,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,151.,34,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,1.,35,false,true,3,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,26.,35,false,true,3,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,51.,35,false,true,3,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,76.,35,false,true,3,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,101.,35,false,true,3,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,126.,35,false,true,3,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,151.,35,false,true,3,31,3,false,true,2,31,3,false,true,2,31,3
0.5,Sample,31,3,1.,36,false,true,5,30,2,false,true,3,31,3,false,true,3,31,3
0.5,Sample,31,3,26.,36,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,51.,36,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,76.,36,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,101.,36,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,126.,36,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,151.,36,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,1.,37,false,true,3,30,2,false,true,4,30,2,false,true,1,31,3
0.5,Sample,31,3,26.,37,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,37,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,37,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,37,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,37,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,37,false,true,3,30,2,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,38,false,true,4,31,3,false,true,3,31,3,false,true,2,31,3
0.5,Sample,31,3,26.,38,false,true,4,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,51.,38,false,true,4,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,76.,38,false,true,4,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,101.,38,false,true,4,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,126.,38,false,true,4,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,151.,38,false,true,4,31,3,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,1.,39,false,true,5,30,2,false,true,5,30,2,false,true,3,31,3
0.5,Sample,31,3,26.,39,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,51.,39,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,76.,39,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,101.,39,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,126.,39,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,151.,39,false,true,5,30,2,false,true,2,31,3,false,true,3,31,3
0.5,Sample,31,3,1.,40,false,true,5,30,2,false,true,3,31,3,false,true,2,31,3
0.5,Sample,31,3,26.,40,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,51.,40,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,76.,40,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,101.,40,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,126.,40,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,151.,40,false,true,5,30,2,false,true,1,31,3,false,true,2,31,3
0.5,Sample,31,3,1.,41,false,true,4,31,3,false,true,3,31,3,false,true,1,31,3
0.5,Sample,31,3,26.,41,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,41,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,76.,41,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,101.,41,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,126.,41,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,151.,41,false,true,4,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,1.,42,false,true,3,31,3,false,true,3,31,3,false,true,1,31,3
0.5,Sample,31,3,26.,42,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
0.5,Sample,31,3,51.,42,false,true,3,31,3,false,true,1,31,3,false,true,1,31,3
