bias,cand_sampler,n_voters,n_candidates,time_steps,trial,sparse,grouped,credibility,knowledge,ego,selfknowledge,similarity,meta,substantative,cyclic_start,condorcet_start,unique_start,proximity_to_voter_sp_start,proximity_to_cand_sp_start,cyclic_end,condorcet_end,unique_end,proximity_to_voter_sp_end,proximity_to_cand_sp_end,cyclic_true,condorcet_true,unique_true,proximity_to_voter_sp_true,proximity_to_cand_sp_true
3.,Sample,6,3,4.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,5.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,6.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,7.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,8.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,9.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,10.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,11.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,12.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,13.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,14.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,15.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,16.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,17.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,18.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,19.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Sample,6,3,20.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,2,false,true,3,5,2,false,true,3,5,2
3.,Voter,4,6,0.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,false,4,3,4,false,true,3,3,5
3.,Voter,4,6,1.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,false,4,2,5,false,true,3,3,5
3.,Voter,4,6,2.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,false,4,2,4,false,true,3,3,5
3.,Voter,4,6,3.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,false,4,3,4,false,true,3,3,5
3.,Voter,4,6,4.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,5.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,4,6,false,true,3,3,5
3.,Voter,4,6,6.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,4,6,false,true,3,3,5
3.,Voter,4,6,7.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,8.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,9.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,10.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,11.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,12.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,13.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,14.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,15.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,16.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,17.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,18.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,19.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Voter,4,6,20.,1,false,true,false,false,false,false,true,true,true,false,false,4,3,4,false,true,4,3,5,false,true,3,3,5
3.,Sample,5,3,0.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,4,4,2,true,false,4,4,2
3.,Sample,5,3,1.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,4,4,2,true,false,4,4,2
3.,Sample,5,3,2.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,4,4,2,true,false,4,4,2
3.,Sample,5,3,3.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,3,4,2,true,false,4,4,2
3.,Sample,5,3,4.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,3,4,2,true,false,4,4,2
3.,Sample,5,3,5.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,3,4,2,true,false,4,4,2
3.,Sample,5,3,6.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,4,4,2,true,false,4,4,2
3.,Sample,5,3,7.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,4,4,2,true,false,4,4,2
3.,Sample,5,3,8.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,4,5,3,true,false,4,4,2
3.,Sample,5,3,9.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Sample,5,3,10.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Sample,5,3,11.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Sample,5,3,12.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Sample,5,3,13.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Sample,5,3,14.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Sample,5,3,15.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Sample,5,3,16.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Sample,5,3,17.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Sample,5,3,18.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Sample,5,3,19.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Sample,5,3,20.,1,false,true,false,false,false,false,true,true,true,false,true,4,4,2,false,true,5,4,2,true,false,4,4,2
3.,Voter,5,5,0.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,5,4,4,false,true,5,3,4
3.,Voter,5,5,1.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,5,4,4,false,true,5,3,4
3.,Voter,5,5,2.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,5,4,4,false,true,5,3,4
3.,Voter,5,5,3.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,4,5,5,false,true,5,3,4
3.,Voter,5,5,4.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,4,5,5,false,true,5,3,4
3.,Voter,5,5,5.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,4,5,5,false,true,5,3,4
3.,Voter,5,5,6.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,4,5,5,false,true,5,3,4
3.,Voter,5,5,7.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,8.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,9.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,10.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,11.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,12.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,13.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,14.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,15.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,16.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,17.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,18.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,19.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Voter,5,5,20.,1,false,true,false,false,false,false,true,true,true,false,true,5,4,4,false,true,3,5,5,false,true,5,3,4
3.,Sample,6,5,0.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,false,4,5,4,false,false,5,4,3
3.,Sample,6,5,1.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,false,5,4,4,false,false,5,4,3
3.,Sample,6,5,2.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,6,5,4,false,false,5,4,3
3.,Sample,6,5,3.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,5,4,4,false,false,5,4,3
3.,Sample,6,5,4.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,4,5,4,false,false,5,4,3
3.,Sample,6,5,5.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,false,5,5,4,false,false,5,4,3
3.,Sample,6,5,6.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,5,5,4,false,false,5,4,3
3.,Sample,6,5,7.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,5,5,4,false,false,5,4,3
3.,Sample,6,5,8.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,4,5,4,false,false,5,4,3
3.,Sample,6,5,9.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,4,6,5,false,false,5,4,3
3.,Sample,6,5,10.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,4,6,5,false,false,5,4,3
3.,Sample,6,5,11.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,3,6,5,false,false,5,4,3
3.,Sample,6,5,12.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,3,6,5,false,false,5,4,3
3.,Sample,6,5,13.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,3,6,5,false,false,5,4,3
3.,Sample,6,5,14.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,3,6,5,false,false,5,4,3
3.,Sample,6,5,15.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,3,6,5,false,false,5,4,3
3.,Sample,6,5,16.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,3,6,5,false,false,5,4,3
3.,Sample,6,5,17.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,3,6,5,false,false,5,4,3
3.,Sample,6,5,18.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,3,6,5,false,false,5,4,3
3.,Sample,6,5,19.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,3,6,5,false,false,5,4,3
3.,Sample,6,5,20.,1,false,true,false,false,false,false,true,true,true,false,false,4,5,4,false,true,3,6,5,false,false,5,4,3
3.,Voter,5,7,0.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,3,6,true,true,5,3,5
3.,Voter,5,7,1.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,2,5,true,true,5,3,5
3.,Voter,5,7,2.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,3,5,true,true,5,3,5
3.,Voter,5,7,3.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,2,5,true,true,5,3,5
3.,Voter,5,7,4.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,5.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,6.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,7.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,8.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,9.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,10.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,1,4,true,true,5,3,5
3.,Voter,5,7,11.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,false,true,5,1,4,true,true,5,3,5
3.,Voter,5,7,12.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,true,true,5,1,4,true,true,5,3,5
3.,Voter,5,7,13.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,true,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,14.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,true,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,15.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,true,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,16.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,true,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,17.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,true,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,18.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,true,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,19.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,true,true,5,2,4,true,true,5,3,5
3.,Voter,5,7,20.,1,false,true,false,false,false,false,true,true,true,false,true,5,3,6,true,true,5,2,4,true,true,5,3,5
3.,Voter,4,3,0.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,1.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,3,3,2,false,true,2,4,3
3.,Voter,4,3,2.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,3,4,3,false,true,2,4,3
3.,Voter,4,3,3.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,4.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,5.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,6.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,7.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,8.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,9.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,10.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,11.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,12.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,13.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,14.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,15.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,16.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,17.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,18.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,19.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,4,3,20.,1,false,true,false,false,false,false,true,true,true,false,true,2,4,3,false,true,2,4,3,false,true,2,4,3
3.,Voter,8,3,0.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,4,7,2,false,true,2,8,3
3.,Voter,8,3,1.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,4,7,2,false,true,2,8,3
3.,Voter,8,3,2.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,3,8,3,false,true,2,8,3
3.,Voter,8,3,3.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,2,8,3,false,true,2,8,3
3.,Voter,8,3,4.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,2,8,3,false,true,2,8,3
3.,Voter,8,3,5.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,2,8,3,false,true,2,8,3
3.,Voter,8,3,6.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,7.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,8.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,9.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,10.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,11.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,12.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,13.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,14.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,15.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,16.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,17.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,18.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,19.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Voter,8,3,20.,1,false,true,false,false,false,false,true,true,true,false,true,4,7,2,false,true,1,8,3,false,true,2,8,3
3.,Sample,7,3,0.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,7,3,false,true,3,7,3
3.,Sample,7,3,1.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,4,6,2,false,true,3,7,3
3.,Sample,7,3,2.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,7,3,false,true,3,7,3
3.,Sample,7,3,3.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,4,6,2,false,true,3,7,3
3.,Sample,7,3,4.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,5,6,2,false,true,3,7,3
3.,Sample,7,3,5.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,4,6,2,false,true,3,7,3
3.,Sample,7,3,6.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,4,6,2,false,true,3,7,3
3.,Sample,7,3,7.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,8.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,9.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,10.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,11.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,12.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,13.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,14.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,15.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,16.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,17.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,18.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,19.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,7,3,20.,1,false,true,false,false,false,false,true,true,true,false,true,3,7,3,false,true,3,6,2,false,true,3,7,3
3.,Sample,4,3,0.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,3,4,3,false,false,4,3,2
3.,Sample,4,3,1.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,3,4,3,false,false,4,3,2
3.,Sample,4,3,2.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,3,4,3,false,false,4,3,2
3.,Sample,4,3,3.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,3,4,3,false,false,4,3,2
3.,Sample,4,3,4.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,3,4,3,false,false,4,3,2
3.,Sample,4,3,5.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,3,4,3,false,false,4,3,2
3.,Sample,4,3,6.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,4,3,2,false,false,4,3,2
3.,Sample,4,3,7.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,true,3,3,2,false,false,4,3,2
3.,Sample,4,3,8.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,true,3,3,2,false,false,4,3,2
3.,Sample,4,3,9.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,true,3,3,2,false,false,4,3,2
3.,Sample,4,3,10.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,true,3,3,2,false,false,4,3,2
3.,Sample,4,3,11.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,true,3,3,2,false,false,4,3,2
3.,Sample,4,3,12.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,4,3,2,false,false,4,3,2
3.,Sample,4,3,13.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,4,3,2,false,false,4,3,2
3.,Sample,4,3,14.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,4,3,2,false,false,4,3,2
3.,Sample,4,3,15.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,4,3,2,false,false,4,3,2
3.,Sample,4,3,16.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,4,3,2,false,false,4,3,2
3.,Sample,4,3,17.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,4,3,2,false,false,4,3,2
3.,Sample,4,3,18.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,4,3,2,false,false,4,3,2
3.,Sample,4,3,19.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,4,3,2,false,false,4,3,2
3.,Sample,4,3,20.,1,false,true,false,false,false,false,true,true,true,false,false,3,4,3,false,false,4,3,2,false,false,4,3,2
3.,Sample,3,3,0.,1,false,true,false,false,false,false,true,true,true,false,true,2,3,3,false,true,2,3,3,false,true,2,3,3
3.,Sample,3,3,1.,1,false,true,false,false,false,false,true,true,true,false,true,2,3,3,false,true,3,2,2,false,true,2,3,3
3.,Sample,3,3,2.,1,false,true,false,false,false,false,true,true,true,false,true,2,3,3,false,true,2,3,3,false,true,2,3,3
3.,Sample,3,3,3.,1,false,true,false,false,false,false,true,true,true,false,true,2,3,3,false,true,3,2,2,false,true,2,3,3
3.,Sample,3,3,4.,1,false,true,false,false,false,false,true,true,true,false,true,2,3,3,false,true,3,2,2,false,true,2,3,3
3.,Sample,3,3,5.,1,false,true,false,false,false,false,true,true,true,false,true,2,3,3,true,false,3,2,2,false,true,2,3,3
3.,Sample,3,3,6.,1,false,true,false,false,false,false,true,true,true,false,true,2,3,3,true,false,3,2,2,false,true,2,3,3
3.,Sample,3,3,7.,1,false,true,false,false,false,false,true,true,true,false,true,2,3,3,false,true,3,3,3,false,true,2,3,3
3.,Sample,3,3,8.,1,false,true,false,false,false,false,true,true,true,false,true,2,3,3,false,true,3,3,3,false,true,2,3,3
