HHID,DistrictID,VillageID,weight,z,zdelib,zinfo,zelite,zoinfo,zspill,tinfo,H100,H200,H300,H400,H500,H600,H101,H201,H301,H401,H501,H601,X1010,X1020,X1030,X1040,X1050,X1060,X1070,X1080,X1090,X1100,X1110,X1120,X1130,X1140,X2010,X2020,X2030,X2040,X2050,X2060,X2070,X2080,X2090,X2100,X2110,X2120,X2130,X2140,X2150,X2160,X2170,X2180,X2190,X2200,X2210,X2220,X2230,X3010,X3020,X3030,X3040,X3050,X3060,X3070,X3080,X3090,X3100,X3110,X3120,X3130,X3140,X3150,X3160,X3170,X3180,X3190,X3200,X3210,X3220,X3230,X3240,X3250,X3260,X3270,X3280,X3290,X1,X2,X3,Xcitizen0,Xempsector0,X1011,X1021,X1031,X1041,X1051,X1061,X1071,X1081,X1091,X1101,X1111,X1121,X1131,X1141,X2011,X2021,X2031,X2041,X2051,X2061,X2071,X2081,X2091,X2101,X2111,X2121,X2131,X2141,X2151,X2161,X2171,X2181,X2191,X2201,X2211,X2221,X2231,X3011,X3021,X3031,X3041,X3051,X3061,X3071,X3081,X3091,X3101,X3111,X3121,X3131,X3141,X3151,X3161,X3171,X3181,X3191,X3201,X3211,X3221,X3231,X3241,X3251,X3261,X3271,X3281,X3291,Xcitizen1,Xempsector1,H610,H510,H520,H130,H140,H310,H320,H240,H330,H340,H350,H430,H440,H460,H260,H620,H630,H640,H650,H660,H670,H680,H690,consumption,H450,H370,H380,H110,H120,H210,H250,H360,H150,H220,H230,H410,H420,H530,H611,H511,H521,H131,H141,H311,H321,H241,H331,H341,H351,H431,H441,H461,H261,H621,H631,H641,H651,H661,H671,H681,H691,H451,H371,H381,H111,H121,H211,H251,H361,H151,H221,H231,H411,H421,H531,male,age,school,mod1,asst1,mod2,asst2,sample
110304,11,1103,4,0,0,0,,0.0,0.0,,-0.6150944444466552,0.7609960894458431,0.12837324232732925,-0.3552233588038998,-0.505801489802795,0.7748612726525411,-1.356183617077397,-0.34786859192369796,0.10318632149989801,0.15234817439418763,1.3497020330322005,0.1752476057993412,1,-99,1,1,-99,-99,-99,-99,-99,0,1,-96,1,7,1,3,1,1,1,0,1,0,2,2,3,,1,,2,4,2,3,2,0,7,2,0,,,0,0,0,0,0,3,3,3,1,3,3,4,,2,1,3,2,2,2,3,3,3,3,3,4,0,0,-0.7447193809019076,7.691083204482575,-0.3073116431489532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,0.0,9.0,9.0,8.0,10.0,1.0,9,10,4,4,1,1,0,1,1,0,,0,7.691083204482575,1,4,4,4,1,7,6,7,,0.0,0.0,0,0,1.0,1,7,7,7,7,10.0,4.0,4.0,4.0,10.0,10.0,10,5,6,3,1,0,0,1,1,0,0,0,5,3,5,1,1,4,1,1,7,0.0,5.0,0,0,5.0,0,26,17,,,,,"Citizens"
110305,11,1103,13,0,0,0,,0.0,0.0,,0.12599472818408686,-0.299305117424618,-0.2983424567956311,0.23166377957902443,-0.6721408488576013,0.16778391982662294,1.774972269890899,2.1447880552174157,-0.41680997802413405,-0.14731817124808927,-2.260858613551233,0.3069071086343162,1,-99,1,1,1,-99,1,-99,-99,-99,1,-96,1,7,1,3,1,1,0,0,0,1,3,1,,,,2,7,4,2,3,3,0,7,3,1,0,0,0,0,0,0,8,4,2,3,1,1,3,3,2,2,2,2,2,4,2,2,3,2,2,3,3,1,1,-0.3044624452549191,7.688783349222245,-0.4096730855012446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,0.0,9.0,10.0,9.0,10.0,1.0,10,10,7,2,1,0,0,1,1,0,0,0,7.688783349222245,4,4,4,7,1,7,1,1,,1.0,0.0,0,0,0.0,0,1,1,1,1,0.0,9.0,10.0,9.0,10.0,0.0,10,10,1,5,1,1,0,0,,,,0,1,5,1,7,7,7,7,4,0,5.0,0.0,5,0,0.0,1,47,17,,,,,"Citizens"
110306,11,1103,4,0,0,0,,0.0,0.0,,-1.356183617077397,-2.0845790862034375,-2.035831592816977,-0.44595088520250137,0.5180052377581691,0.6526759868246874,0.12599472818408686,-0.8375249989317747,0.32371720823658945,0.7111344549108388,-1.4664997312044175,0.6601396727974058,1,-99,1,1,1,0,1,1,1,0,1,-96,1,21,1,1,1,1,1,0,1,1,6,5,80,,3,3,2,4,4,3,4,7,7,7,0,0,0,0,0,0,0,0,2,2,2,1,4,2,2,3,2,2,2,1,2,2,2,2,2,3,3,4,1,0,0.9536125675319973,9.412578565784484,-1.2242974465193786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,0.0,0.0,0.0,0.0,0.0,0.0,2,9,4,2,1,0,1,1,1,0,0,0,9.412578565784484,2,4,4,1,1,1,4,1,,0.0,0.0,0,0,0.0,1,4,1,4,7,10.0,10.0,10.0,5.0,5.0,6.0,6,10,7,1,1,0,1,1,1,0,0,0,5,5,5,7,1,1,1,1,5,5.0,0.0,0,6,0.0,0,32,43,,,,,"Citizens"
110307,11,1103,17,0,0,0,,0.0,0.0,,0.2927939246294147,-0.7010620946421219,-1.4369321746268526,-0.4364443529782277,1.3497020330322005,2.3191596281285256,0.12599472818408686,-0.8692968190368243,0.5214791375192762,0.34703586756191795,1.5160413920870068,0.16778391982662294,1,1,1,1,1,1,1,1,1,1,1,1,1,22,1,1,1,1,1,0,1,1,5,4,13,,1,2,2,4,2,3,3,5,7,7,0,1,0,1,0,0,0,8,4,4,3,4,4,4,4,,2,,2,2,2,2,3,3,2,2,2,4,0,0,2.057723571257444,8.392883184244251,0.47416295317209206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,0.0,9.0,0.0,0.0,1.0,0.0,9,10,1,4,1,0,1,1,1,1,,1,8.392883184244251,2,4,4,1,7,7,1,1,,1.0,1.0,0,0,5.0,0,7,7,4,4,10.0,5.0,5.0,10.0,10.0,10.0,4,6,4,1,1,0,0,1,1,0,0,0,5,4,4,7,1,1,2,1,0,5.0,2.0,5,1,6.0,1,40,44,,,,,"Citizens"
110308,11,1103,17,0,0,0,,0.0,0.0,,0.12599472818408686,-0.698493835462443,0.6271015003703142,-0.008016396251477974,0.5180052377581691,0.5973388415670123,0.40082431846855554,0.3461563829039104,1.4752477948711908,1.0017892562063513,1.1833626739773941,1.3609416938475578,1,-99,1,1,1,-99,1,0,-99,0,1,0,1,7,1,3,1,1,1,0,1,1,4,3,20,,2,1,2,4,2,3,4,1,7,7,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,0.7117539471166422,7.8826633063086415,-0.6954402235963556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,5.0,9.0,8.0,9.0,9.0,7.0,10,10,7,2,1,1,0,1,1,0,0,0,7.8826633063086415,2,4,4,7,1,7,1,6,,0.0,0.0,0,0,0.0,0,7,7,5,7,10.0,10.0,9.0,10.0,10.0,10.0,9,9,6,1,1,1,0,1,1,0,0,1,5,5,4,7,2,2,2,7,5,5.0,5.0,5,5,4.0,0,39,17,,,,,"Citizens"
110309,11,1103,13,0,0,0,,0.0,0.0,,-1.356183617077397,-0.8995703651229577,-0.13136472826368523,0.30913940584684596,0.6843445968129753,-0.9767073264358541,1.774972269890899,1.0787445232619415,0.6923144176621111,0.5612144510549485,0.28762923460771844,1.6423111281874632,1,-99,1,1,1,-99,-99,-99,-99,0,-99,-96,1,7,1,4,1,1,1,0,1,0,2,1,3,,1,,2,4,2,3,2,0,7,2,1,0,0,1,0,0,0,7,2,2,2,2,2,2,2,,,,,,,,3,3,2,2,3,4,0,1,-0.6288885598257856,7.584617812084758,-0.8763617666876212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,7.0,8.0,0.0,8.0,9.0,1.0,10,10,7,4,0,0,0,0,,,,0,7.584617812084758,4,4,4,1,1,7,1,1,,1.0,0.0,0,1,1.0,1,7,5,4,7,5.0,5.0,10.0,10.0,10.0,6.0,5,10,7,1,1,1,0,1,1,0,,1,4,4,5,7,7,4,4,7,5,5.0,5.0,4,2,1.0,0,27,17,,,,,"Citizens"
110310,11,1103,4,0,0,0,,0.0,0.0,,-1.356183617077397,2.290135143742788,-1.0004975295370457,1.3780530989349524,-0.6721408488576013,1.0193036200113854,-1.356183617077397,-0.8447547743074855,-0.3404403430586464,-0.11541480259756659,-1.6657855702433482,0.6048025275397307,1,-99,1,1,1,-99,1,-99,-99,0,0,1,1,7,1,2,1,1,1,0,1,1,1,2,7,,0,1,2,4,2,3,0,0,7,3,1,0,0,0,0,0,0,8,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,3,4,1,0,0.40972689164761866,7.888667952762688,-0.06550015668058444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,0.0,8.0,8.0,1.0,8.0,0.0,10,10,7,4,1,1,1,1,0,,,0,7.888667952762688,2,4,4,1,1,7,7,1,,9.0,0.0,9,9,0.0,1,1,4,7,7,5.0,5.0,5.0,5.0,5.0,10.0,4,5,1,2,1,1,0,1,1,0,0,0,3,3,5,1,1,4,1,1,5,4.0,0.0,0,6,0.0,0,37,17,,,,,"Citizens"
110401,11,1104,4,1,0,1,,1.0,0.0,1,-1.356183617077397,1.2144374066675505,0.8422224520757136,-0.5299786483458875,-0.47471132569127533,1.6351968282313096,0.12599472818408686,-0.7644187501102272,0.02155149871026362,0.28036901708572776,-0.17312277169318246,1.951752352990158,1,-99,-99,1,0,1,-99,1,1,0,1,1,0,13,1,4,1,0,0,0,0,0,1,,,,,,7,4,2,1,1,0,7,0,0,0,0,1,1,0,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,0,0.7053711988839722,7.572625374088471,-1.0268197518094273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,,,5.0,9.0,10.0,10.0,10.0,10.0,10,10,1,5,1,1,1,1,1,0,1,0,7.572625374088471,1,5,5,1,1,7,1,1,,5.0,0.0,0,0,0.0,1,7,1,7,1,6.0,10.0,4.0,9.0,8.0,8.0,10,8,7,1,1,1,1,1,1,1,,0,1,5,1,7,1,7,2,1,6,2.0,1.0,4,2,3.0,1,25,23,,,,,"Citizens"
110402,11,1104,12,1,0,0,,0.0,1.0,,-1.356183617077397,-1.665774984137501,1.1495506258811627,0.35150386749427565,-0.6721408488576013,1.142841075260527,0.12599472818408686,-0.3020768295201695,-0.5985928787098354,0.015302676318108095,1.3497020330322005,1.3684053798202762,-99,-99,-99,-99,,-99,1,1,0,-99,-99,1,0,0,1,3,1,1,0,0,1,1,3,2,,,1,1,7,4,2,5,1,0,7,0,0,0,0,0,0,0,0,10,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,1,0,-0.7894519070862945,6.998995575603962,0.11288603688230911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,1,1,1,0,1,1,0,1,0,6.998995575603962,5,5,5,1,1,1,1,1,,0.0,0.0,0,0,0.0,1,7,7,6,4,6.0,5.0,1.0,5.0,6.0,6.0,5,4,4,2,1,1,0,1,1,0,0,1,5,4,3,7,1,1,3,1,5,5.0,5.0,0,2,5.0,0,59,0,,,,,"Citizens"
110403,11,1104,20,1,0,0,,0.0,1.0,,-1.356183617077397,-0.968963056584315,-1.1676434466148438,-0.02681906029362679,0.5180052377581691,1.4601064193129116,1.774972269890899,-0.39250517740040647,0.1896611068000238,0.5133336449952828,0.6523262747651533,1.3684053798202762,1,1,1,1,1,1,1,1,1,0,1,1,1,21,1,3,1,1,0,0,1,1,7,2,,,1,2,6,4,2,3,3,0,7,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,3,3,3,3,4,0,0,2.054656999948064,8.679250349135552,-1.655049127969478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,0.0,3.0,8.0,2.0,3.0,1.0,9,9,1,1,1,0,1,1,1,1,,0,8.679250349135552,5,5,5,1,1,1,7,1,,0.0,0.0,1,0,0.0,1,7,6,7,6,10.0,10.0,6.0,5.0,5.0,5.0,10,6,7,2,1,1,0,1,1,0,0,1,4,5,4,7,7,1,1,2,4,4.0,4.0,0,5,2.0,1,31,43,,,,,"Citizens"
110404,11,1104,8,1,0,0,,0.0,1.0,,0.2927939246294147,0.7516461545325093,-0.03588684136909276,1.3642524940850487,0.9912527416904614,0.7132861535201374,0.12599472818408686,1.3196375524904038,0.3959884288180057,0.5742814682659678,0.9529866708269438,0.9313867721071687,1,-99,-99,1,1,1,1,1,1,0,1,1,0,7,1,3,1,1,1,0,1,1,2,1,20,,1,1,7,4,2,3,3,0,7,1,0,0,0,0,0,0,0,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,1.0233273809701446,7.50920883079703,-0.9643916984668724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,5.0,5.0,0.0,5.0,5.0,5.0,0,0,7,5,1,0,0,1,1,0,1,0,7.50920883079703,5,5,5,1,7,1,4,4,,0.0,10.0,10,10,10.0,0,7,5,5,4,10.0,4.0,5.0,6.0,5.0,4.0,6,5,7,5,1,0,0,1,1,0,0,1,5,5,5,7,1,4,2,7,5,5.0,5.0,5,1,5.0,0,40,17,,,,,"Citizens"
110405,11,1104,8,1,1,1,,0.0,0.0,2,0.12599472818408686,-1.665774984137501,1.6339170470519764,0.35150386749427565,-0.6721408488576013,1.082230908565077,1.774972269890899,0.2792196718554562,0.33214363741559133,0.3939679540309951,0.35791362751905853,0.40110835547990653,1,-99,-99,1,1,-99,1,1,1,0,-99,1,1,7,1,4,1,1,1,0,0,0,2,1,4,,,,7,4,2,5,2,0,7,0,0,1,,1,1,0,0,10,4,4,4,4,4,4,4,2,2,2,2,2,2,3,2,2,2,2,2,4,0,1,0.36155876946486054,7.471765598222039,1.0402380839319016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,1,1,1,1,1,1,0,0,0,7.471765598222039,5,5,5,7,1,1,1,7,,0.0,0.0,0,0,0.0,1,7,2,4,1,10.0,5.0,5.0,10.0,4.0,6.0,5,5,7,2,1,0,1,0,,,,0,5,5,5,7,7,4,1,2,5,0.0,9.0,4,0,5.0,0,29,17,,,,,"Citizens"
110406,11,1104,8,1,0,1,,1.0,0.0,1,-1.356183617077397,-0.7486692931082924,1.1495506258811627,0.35150386749427565,0.5180052377581691,-0.9767073264358541,-1.356183617077397,0.42107611065111905,-0.2780700519544996,0.8673899155126955,0.5180052377581691,-0.9655117974767766,-99,-99,0,1,-99,-99,-99,1,1,-99,1,1,1,7,1,3,1,1,1,0,0,0,2,1,3,,,,7,4,2,1,1,0,7,0,0,0,1,1,1,0,0,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,-0.33083827898315593,7.130568231042633,-0.8674527748637163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,1,0,0,0,0,,,,0,7.130568231042633,5,5,5,1,1,7,1,1,,0.0,0.0,0,0,0.0,1,7,7,7,1,5.0,5.0,5.0,5.0,5.0,5.0,5,5,6,2,0,0,0,0,,,,0,5,5,5,1,1,1,7,1,6,4.0,4.0,6,5,0.0,0,29,17,,,,,"Citizens"
110408,11,1104,8,1,1,1,,0.0,0.0,1,-1.356183617077397,-0.7815061835215739,0.6540665284042929,0.35150386749427565,-0.6721408488576013,1.0896945945377954,0.12599472818408686,-1.399109998452482,-1.3925205808652796,0.35150386749427565,-0.6721408488576013,1.6351968282313096,1,-99,-99,1,-99,1,1,0,1,0,0,1,1,13,0,,1,1,0,0,1,0,2,1,,,1,,7,4,2,5,2,0,7,0,0,0,0,1,1,0,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0.586928401817843,7.640616313295221,-1.1550621644908101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,0.0,10.0,0.0,10.0,10.0,10.0,10,10,7,5,1,1,1,1,1,0,0,0,7.640616313295221,5,5,5,1,1,7,1,1,,0.0,0.0,0,0,0.0,1,7,1,7,7,1.0,2.0,2.0,4.0,3.0,1.0,10,10,7,2,1,1,1,1,1,0,1,0,5,4,4,7,1,7,1,1,0,0.0,0.0,0,0,0.0,1,20,23,,,,,"Citizens"
110409,11,1104,12,1,1,1,,0.0,0.0,1,-1.356183617077397,-0.7486692931082924,0.6540665284042929,0.35150386749427565,-0.6721408488576013,0.5973388415670123,0.40082431846855554,1.601945998604242,-2.3029729213922083,-0.661507611083845,1.0543612278498034,1.034245209131413,-99,-99,1,1,-99,1,1,1,0,0,1,1,1,5,0,,1,1,1,0,1,1,3,1,4,,1,2,7,4,2,1,1,0,7,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0.6342443196899408,7.2914089584905195,-1.6356047717479703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,0.0,10.0,10.0,10.0,10.0,10.0,10,10,7,1,1,1,0,1,1,0,0,0,7.2914089584905195,5,5,5,1,1,7,1,1,,0.0,0.0,0,0,0.0,0,4,7,7,7,0.0,5.0,10.0,0.0,5.0,2.0,5,10,1,5,1,1,1,0,,,,0,1,1,1,7,2,7,5,1,3,0.0,3.0,0,0,8.0,0,38,15,,,,,"Citizens"
110411,11,1104,8,1,0,1,,1.0,0.0,1,-1.356183617077397,0.3861874214618243,0.6540665284042929,0.35150386749427565,-0.6721408488576013,0.4054671301216546,-1.356183617077397,0.15264870046514462,0.3745771865241838,-0.48699486940809894,-0.33946213074798876,0.6526759868246874,1,-99,1,1,-99,-99,1,1,1,0,1,1,1,7,1,3,1,1,0,0,0,1,2,2,,,,1,7,4,2,1,2,0,7,1,0,0,0,0,0,0,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,1,0.5932295983395208,7.491376793291694,-1.4521728117816082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,0.0,10.0,10.0,10.0,10.0,10.0,10,10,7,5,1,1,0,1,0,,,0,7.491376793291694,5,5,5,1,1,7,1,1,,0.0,0.0,0,0,0.0,0,7,1,7,4,5.0,6.0,8.0,10.0,6.0,5.0,6,8,4,5,1,0,1,1,1,0,0,0,1,5,5,1,1,7,1,4,0,0.0,0.0,0,0,2.0,1,55,17,,,,,"Citizens"
110412,11,1104,12,1,1,1,,0.0,0.0,1,-1.356183617077397,0.3861874214618243,0.35613590306922116,0.21936853509071397,-0.6721408488576013,1.0896945945377954,0.12599472818408686,1.3165380700116895,-0.8826161638345736,-0.28617633518476154,1.8487201101966195,1.3287614947446722,1,-99,1,1,-99,1,1,1,1,0,1,1,1,13,1,3,1,1,0,0,1,0,3,1,,,1,,7,4,2,1,2,0,7,1,0,,,0,0,0,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,0.9406357852749896,7.557486157099665,-1.104295711790498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,0.0,5.0,10.0,10.0,10.0,10.0,10,5,7,5,1,1,1,1,1,0,0,0,7.557486157099665,5,5,5,1,1,7,1,1,,0.0,0.0,0,0,0.0,1,7,7,7,7,1.0,1.0,10.0,10.0,10.0,0.0,8,6,7,5,1,1,1,1,1,0,,0,1,4,3,7,1,7,7,1,0,0.0,0.0,0,0,8.0,1,23,23,,,,,"Citizens"
110501,11,1105,17,1,1,1,,0.0,0.0,2,0.9504834990374929,0.2839343884516986,1.0615929734397545,-0.08923739042580588,-0.6721408488576013,1.9433557062708493,0.12599472818408686,1.8099207598697187,-0.779682525827344,0.7038704591022812,-0.0770678055497161,1.3684053798202762,1,-99,-99,1,1,-99,0,1,1,-99,-99,0,1,7,0,,1,1,0,0,1,1,3,3,,,1,2,2,4,3,3,3,1,7,7,0,1,1,0,0,0,0,5,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,,0,0.05056628175722584,7.4805622001645515,-1.0589880132190956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,4,3,1,1,1,1,1,1,,0,7.4805622001645515,3,4,4,7,4,7,4,4,,0.0,0.0,0,0,0.0,1,7,4,4,4,5.0,5.0,6.0,5.0,5.0,5.0,5,5,7,3,1,1,0,1,1,0,0,1,5,3,4,7,1,4,7,1,4,6.0,5.0,4,4,0.0,0,45,17,,,,,"Citizens"
110502,11,1105,13,1,0,1,,1.0,0.0,2,0.12599472818408686,-0.7815061835215739,0.7810200428518429,-0.3289175662563083,0.5553431506853843,1.9433557062708493,0.12599472818408686,-1.3699015226745797,0.016389034431140186,0.9383585837405106,0.025770562454173685,0.3069071086343162,1,-99,-99,1,0,-99,1,0,-99,0,1,1,1,10,0,,1,1,0,0,1,0,3,1,,,0,,2,4,2,3,2,0,7,3,0,0,0,0,0,0,0,5,4,3,1,2,2,1,1,2,2,2,2,2,3,3,2,3,2,2,2,4,0,1,0.364215750292077,7.478135059815767,-1.0544386439443876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,7,,,10.0,10.0,0.0,10.0,10.0,5.0,10,10,4,5,1,1,1,1,1,1,,0,7.478135059815767,1,4,4,7,1,7,1,4,,0.0,0.0,0,0,5.0,0,2,7,5,1,5.0,9.0,2.0,5.0,5.0,6.0,10,6,7,3,1,1,0,0,,,,0,5,5,5,7,1,1,1,1,4,4.0,0.0,5,4,5.0,1,28,20,,,,,"Citizens"
110503,11,1105,9,1,0,0,,0.0,1.0,,-1.356183617077397,-1.6986118745507823,-0.8137274162768793,-0.08923739042580588,2.1813988283062318,-0.9767073264358541,0.12599472818408686,-0.20776190118047472,-0.7936100960314898,-0.07078607582852962,0.32589530547123635,-0.7043699819034149,1,-99,-99,-99,,-99,0,-99,1,-99,0,1,1,7,0,,1,1,1,0,1,0,2,2,10,,1,,7,4,2,3,2,0,7,3,0,0,0,0,0,0,0,0,3,3,2,2,1,3,3,2,2,2,2,3,4,2,3,3,3,3,3,4,0,1,-0.45316521907225726,7.516051743053888,-0.16755991250683624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,0.0,10.0,0.0,0.0,10.0,0.0,10,10,4,5,0,0,0,0,,,,0,7.516051743053888,3,4,4,1,1,1,1,1,,0.0,0.0,0,0,10.0,0,7,1,7,1,1.0,4.0,0.0,10.0,10.0,1.0,10,10,1,5,0,0,0,1,0,,,0,1,5,1,7,1,1,1,1,0,9.0,0.0,6,0,6.0,0,21,17,,,,,"Citizens"
110505,11,1105,9,1,0,1,,1.0,0.0,2,-1.356183617077397,-1.0983466268524427,0.9780790150351333,0.23166377957902443,0.5180052377581691,0.3069071086343162,0.12599472818408686,-1.1376576227809445,-1.071101636237801,1.089361528744865,-0.006783412638376179,0.6048025275397307,1,-99,1,1,1,-99,1,-99,1,-99,1,1,1,7,1,3,1,1,0,0,1,0,3,4,,,1,,3,4,2,3,1,0,7,2,0,0,0,0,0,0,0,0,2,3,2,1,2,2,2,2,3,3,2,2,2,2,3,3,3,3,3,4,1,0,0.41362135829012797,7.708526049193061,-0.5633461325732672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,3,1,1,0,0,,,,0,7.708526049193061,4,4,5,1,1,1,1,1,,0.0,0.0,0,0,0.0,1,7,1,4,1,5.0,5.0,5.0,5.0,2.0,5.0,5,5,7,2,1,1,0,1,1,0,0,0,5,1,5,7,1,1,1,2,0,5.0,0.0,6,7,4.0,0,44,17,,,,,"Citizens"
110506,11,1105,9,1,1,1,,0.0,0.0,2,0.2927939246294147,1.3165380700116895,-1.439970342146834,-0.12785648416672918,2.1813988283062318,1.1981782205182019,-1.0813540267929285,0.48167621438507247,0.15950105338762016,0.8437463587972606,-0.011567350473041645,0.9313867721071687,1,-99,-99,1,1,-99,1,1,1,0,0,1,1,14,0,,1,1,0,0,0,0,2,2,,,,,2,4,2,1,4,0,7,7,1,0,0,0,0,0,0,5,2,1,3,1,3,3,4,2,1,1,2,2,2,2,2,2,2,2,3,4,1,0,0.6727775697889774,7.959361777291795,-1.3021452322908162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,0.0,10.0,10.0,0.0,0.0,0.0,10,10,7,5,1,0,1,1,1,0,1,0,7.959361777291795,1,4,4,1,7,7,7,1,,0.0,0.0,0,0,10.0,0,5,7,4,4,10.0,5.0,3.0,5.0,5.0,10.0,5,9,7,4,1,0,0,1,1,0,0,1,4,4,5,1,2,4,1,2,4,4.0,5.0,5,5,0.0,0,22,24,,,,,"Citizens"
